dire_1,dire_2,dire_3,dire_4,dire_5,dire_6,first_team_ban,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,radiant_win
bristleback,undying,dazzle,juggernaut,templar_assassin,0,0,earthshaker,centaur,slark,jakiro,morphling,1.0
crystal_maiden,tusk,chaos_knight,spirit_breaker,tinker,0,1,nyx_assassin,marci,shredder,skeleton_king,warlock,0.0
rubick,riki,oracle,earthshaker,necrolyte,0,0,dazzle,zuus,crystal_maiden,witch_doctor,razor,1.0
phantom_assassin,spirit_breaker,grimstroke,windrunner,legion_commander,0,0,dark_willow,drow_ranger,abyssal_underlord,witch_doctor,zuus,1.0
disruptor,tiny,viper,ogre_magi,sniper,0,0,pudge,templar_assassin,rubick,bristleback,zuus,0.0
bane,invoker,phantom_lancer,shadow_shaman,luna,0,0,windrunner,phantom_assassin,meepo,techies,pudge,0.0
legion_commander,lion,techies,medusa,spectre,0,0,snapfire,razor,jakiro,chaos_knight,magnataur,1.0
riki,snapfire,pudge,juggernaut,vengefulspirit,0,0,hoodwink,slark,rubick,kunkka,dazzle,1.0
invoker,sniper,tiny,tusk,lina,0,0,shadow_shaman,crystal_maiden,lone_druid,lion,axe,1.0
lone_druid,tidehunter,juggernaut,rubick,sand_king,0,1,enigma,monkey_king,warlock,doom_bringer,lina,0.0
pudge,axe,drow_ranger,lich,viper,0,0,phantom_assassin,zuus,witch_doctor,windrunner,lion,0.0
lina,pudge,gyrocopter,spectre,earth_spirit,0,0,slardar,queenofpain,kunkka,dazzle,sniper,1.0
shadow_shaman,nevermore,clinkz,axe,mirana,0,1,antimage,pudge,monkey_king,templar_assassin,shredder,0.0
viper,abaddon,techies,alchemist,venomancer,0,0,templar_assassin,treant,skeleton_king,tusk,pudge,0.0
legion_commander,pugna,antimage,meepo,jakiro,0,1,juggernaut,tinker,mirana,marci,treant,0.0
rubick,spirit_breaker,bristleback,huskar,skywrath_mage,0,0,death_prophet,brewmaster,lina,monkey_king,techies,1.0
skeleton_king,storm_spirit,crystal_maiden,luna,undying,0,0,riki,dazzle,techies,marci,abyssal_underlord,1.0
axe,antimage,ember_spirit,riki,sand_king,0,1,warlock,bloodseeker,spectre,kunkka,shadow_demon,0.0
drow_ranger,bristleback,jakiro,weaver,invoker,0,1,juggernaut,earthshaker,skeleton_king,rubick,storm_spirit,0.0
pudge,tidehunter,nyx_assassin,drow_ranger,ember_spirit,0,0,sniper,silencer,bounty_hunter,snapfire,tusk,1.0
skywrath_mage,venomancer,zuus,luna,wisp,0,0,sniper,magnataur,techies,keeper_of_the_light,rattletrap,0.0
axe,silencer,invoker,antimage,rattletrap,0,1,winter_wyvern,alchemist,marci,witch_doctor,magnataur,0.0
antimage,monkey_king,clinkz,skywrath_mage,dragon_knight,0,1,void_spirit,slardar,obsidian_destroyer,furion,lion,1.0
sniper,skeleton_king,furion,juggernaut,puck,0,0,pudge,huskar,faceless_void,omniknight,witch_doctor,0.0
tinker,shredder,venomancer,spectre,enchantress,0,0,warlock,skeleton_king,keeper_of_the_light,omniknight,alchemist,1.0
dazzle,viper,nyx_assassin,faceless_void,pudge,0,0,omniknight,tiny,puck,rubick,oracle,0.0
windrunner,pangolier,spectre,hoodwink,marci,0,0,slark,witch_doctor,centaur,jakiro,silencer,1.0
bane,silencer,visage,lion,winter_wyvern,0,0,phantom_lancer,ancient_apparition,invoker,templar_assassin,drow_ranger,0.0
phantom_assassin,skywrath_mage,windrunner,puck,lion,0,0,gyrocopter,clinkz,rubick,queenofpain,jakiro,1.0
lina,windrunner,monkey_king,phantom_lancer,marci,0,0,axe,silencer,phantom_assassin,sniper,rattletrap,1.0
witch_doctor,lina,juggernaut,skywrath_mage,enigma,0,1,meepo,pudge,phantom_lancer,sven,techies,0.0
magnataur,snapfire,shadow_shaman,drow_ranger,rattletrap,0,1,sven,obsidian_destroyer,furion,silencer,juggernaut,1.0
rattletrap,crystal_maiden,shadow_shaman,faceless_void,riki,0,1,enigma,earthshaker,antimage,spirit_breaker,windrunner,0.0
phantom_assassin,venomancer,zuus,rubick,bristleback,0,0,pudge,chaos_knight,jakiro,drow_ranger,ogre_magi,1.0
lich,sniper,tidehunter,skeleton_king,witch_doctor,0,0,phantom_assassin,crystal_maiden,jakiro,juggernaut,dragon_knight,1.0
juggernaut,bounty_hunter,shadow_demon,ogre_magi,doom_bringer,0,0,techies,zuus,weaver,tusk,silencer,1.0
riki,juggernaut,pangolier,drow_ranger,skywrath_mage,0,1,pudge,luna,invoker,bloodseeker,crystal_maiden,0.0
axe,treant,batrider,venomancer,terrorblade,0,0,lina,pudge,morphling,dazzle,earthshaker,0.0
mirana,marci,mars,juggernaut,tinker,0,1,jakiro,sniper,sand_king,skywrath_mage,techies,1.0
faceless_void,hoodwink,gyrocopter,vengefulspirit,zuus,0,0,ogre_magi,sand_king,rubick,ember_spirit,drow_ranger,0.0
ogre_magi,shredder,puck,techies,sniper,0,0,queenofpain,bristleback,windrunner,necrolyte,earthshaker,0.0
void_spirit,lion,phantom_assassin,dawnbreaker,skywrath_mage,0,0,juggernaut,lina,ogre_magi,tusk,witch_doctor,0.0
witch_doctor,snapfire,clinkz,necrolyte,morphling,0,1,treant,lion,pudge,luna,axe,0.0
phantom_assassin,slardar,invoker,shadow_shaman,sniper,0,0,ogre_magi,gyrocopter,jakiro,tusk,weaver,0.0
alchemist,invoker,jakiro,pudge,shadow_shaman,0,1,sniper,juggernaut,dawnbreaker,dazzle,techies,1.0
skeleton_king,invoker,winter_wyvern,treant,alchemist,0,0,necrolyte,morphling,pudge,windrunner,phantom_assassin,1.0
monkey_king,alchemist,pudge,faceless_void,snapfire,0,1,lina,legion_commander,furion,night_stalker,shadow_shaman,0.0
undying,juggernaut,riki,nevermore,lion,0,0,monkey_king,phantom_assassin,treant,sand_king,lich,0.0
riki,chaos_knight,skywrath_mage,enigma,death_prophet,0,1,night_stalker,luna,witch_doctor,mars,hoodwink,1.0
pudge,invoker,skywrath_mage,legion_commander,sniper,0,0,treant,dawnbreaker,skeleton_king,grimstroke,storm_spirit,0.0
bane,tinker,centaur,antimage,witch_doctor,0,1,night_stalker,treant,monkey_king,marci,troll_warlord,0.0
night_stalker,witch_doctor,jakiro,furion,kunkka,0,0,luna,dragon_knight,lina,riki,bloodseeker,0.0
pudge,bounty_hunter,chaos_knight,lina,death_prophet,0,0,witch_doctor,juggernaut,queenofpain,legion_commander,tusk,1.0
pudge,jakiro,tiny,zuus,spirit_breaker,0,1,weaver,chaos_knight,crystal_maiden,rubick,earthshaker,0.0
bounty_hunter,phantom_assassin,dazzle,tinker,tidehunter,0,0,mirana,mars,skywrath_mage,troll_warlord,windrunner,0.0
witch_doctor,slardar,morphling,templar_assassin,lina,0,0,rubick,lone_druid,juggernaut,wisp,necrolyte,1.0
dazzle,ancient_apparition,death_prophet,queenofpain,antimage,0,0,doom_bringer,morphling,rattletrap,oracle,windrunner,0.0
sniper,phantom_assassin,marci,jakiro,vengefulspirit,0,0,phantom_lancer,bounty_hunter,spirit_breaker,lion,juggernaut,1.0
medusa,undying,necrolyte,sven,axe,0,1,juggernaut,shredder,vengefulspirit,ember_spirit,templar_assassin,1.0
monkey_king,earthshaker,phantom_assassin,mirana,keeper_of_the_light,0,0,bloodseeker,rattletrap,juggernaut,dawnbreaker,bounty_hunter,1.0
dawnbreaker,earth_spirit,faceless_void,sniper,undying,0,0,riki,pudge,nevermore,bounty_hunter,kunkka,1.0
dark_willow,pudge,chen,drow_ranger,queenofpain,0,0,nevermore,crystal_maiden,earthshaker,rubick,dazzle,0.0
gyrocopter,slardar,dawnbreaker,spirit_breaker,morphling,0,1,doom_bringer,necrolyte,juggernaut,enchantress,disruptor,1.0
tidehunter,dragon_knight,viper,vengefulspirit,lion,0,0,axe,lich,crystal_maiden,drow_ranger,zuus,0.0
axe,drow_ranger,witch_doctor,warlock,zuus,0,0,juggernaut,pudge,phantom_assassin,vengefulspirit,tidehunter,1.0
tidehunter,jakiro,drow_ranger,pudge,skeleton_king,0,0,crystal_maiden,viper,juggernaut,zuus,vengefulspirit,0.0
jakiro,zuus,viper,crystal_maiden,axe,0,0,pudge,tidehunter,lion,skeleton_king,phantom_assassin,0.0
shadow_shaman,legion_commander,silencer,sven,obsidian_destroyer,0,1,ogre_magi,sniper,riki,winter_wyvern,slardar,1.0
monkey_king,enigma,phoenix,antimage,pudge,0,0,sniper,chaos_knight,tinker,silencer,crystal_maiden,1.0
storm_spirit,bloodseeker,enchantress,phantom_assassin,huskar,0,1,lion,windrunner,life_stealer,weaver,sniper,1.0
marci,mirana,shredder,venomancer,furion,0,0,visage,dawnbreaker,rattletrap,naga_siren,snapfire,1.0
tiny,windrunner,juggernaut,hoodwink,necrolyte,0,1,kunkka,zuus,skeleton_king,keeper_of_the_light,lion,1.0
slark,bristleback,storm_spirit,earthshaker,hoodwink,0,1,faceless_void,razor,pugna,windrunner,spirit_breaker,1.0
leshrac,rattletrap,pugna,medusa,techies,0,1,snapfire,bristleback,zuus,windrunner,life_stealer,1.0
vengefulspirit,pudge,ancient_apparition,lina,drow_ranger,0,0,slark,antimage,necrolyte,templar_assassin,treant,1.0
marci,rubick,faceless_void,wisp,sniper,0,0,riki,mars,furion,clinkz,ogre_magi,0.0
phantom_assassin,omniknight,lion,skeleton_king,lina,0,0,sand_king,zuus,abaddon,tiny,lich,1.0
alchemist,drow_ranger,ogre_magi,abyssal_underlord,phantom_assassin,0,1,weaver,rattletrap,ursa,slark,lion,0.0
pudge,nevermore,arc_warden,windrunner,rubick,0,0,storm_spirit,dark_willow,invoker,monkey_king,faceless_void,1.0
invoker,zuus,monkey_king,sand_king,warlock,0,1,nevermore,lion,dark_seer,pudge,lina,0.0
mirana,crystal_maiden,sven,troll_warlord,death_prophet,0,0,morphling,zuus,earthshaker,viper,tidehunter,0.0
viper,skywrath_mage,pudge,lycan,puck,0,1,shadow_shaman,huskar,silencer,enchantress,juggernaut,0.0
invoker,tusk,phantom_assassin,dark_willow,batrider,0,0,luna,lion,warlock,abyssal_underlord,templar_assassin,0.0
rubick,marci,drow_ranger,grimstroke,dazzle,0,0,crystal_maiden,morphling,treant,tinker,phantom_assassin,1.0
morphling,slardar,oracle,alchemist,pudge,0,0,lion,furion,bounty_hunter,juggernaut,rubick,1.0
antimage,pudge,zuus,rubick,bristleback,0,1,lion,nevermore,viper,faceless_void,weaver,1.0
faceless_void,beastmaster,puck,sniper,earthshaker,0,0,furion,techies,abyssal_underlord,shadow_shaman,silencer,0.0
winter_wyvern,skeleton_king,abaddon,skywrath_mage,spirit_breaker,0,0,night_stalker,faceless_void,pudge,grimstroke,juggernaut,0.0
wisp,magnataur,lone_druid,slardar,rubick,0,0,dark_willow,slark,windrunner,dawnbreaker,shadow_shaman,1.0
dark_willow,invoker,shadow_shaman,skywrath_mage,ursa,0,0,weaver,furion,zuus,drow_ranger,night_stalker,0.0
huskar,mars,pudge,marci,warlock,0,0,faceless_void,skywrath_mage,shadow_shaman,juggernaut,hoodwink,1.0
lina,tusk,warlock,juggernaut,mirana,0,0,sand_king,centaur,kunkka,drow_ranger,huskar,1.0
legion_commander,lion,enchantress,oracle,spectre,0,1,antimage,silencer,rubick,bloodseeker,crystal_maiden,0.0
necrolyte,undying,techies,skeleton_king,antimage,0,0,sniper,huskar,lich,troll_warlord,broodmother,0.0
shadow_shaman,ogre_magi,lion,hoodwink,axe,0,0,viper,skywrath_mage,huskar,juggernaut,luna,0.0
magnataur,abaddon,venomancer,chen,lina,0,0,wisp,elder_titan,witch_doctor,sand_king,dragon_knight,0.0
obsidian_destroyer,queenofpain,ursa,lion,disruptor,0,1,skywrath_mage,pudge,skeleton_king,furion,gyrocopter,1.0
sand_king,troll_warlord,tiny,grimstroke,obsidian_destroyer,0,0,ursa,slardar,alchemist,lich,phoenix,1.0
grimstroke,nevermore,tusk,tidehunter,primal_beast,0,1,legion_commander,juggernaut,bloodseeker,sand_king,bounty_hunter,1.0
doom_bringer,invoker,magnataur,ursa,rubick,0,1,snapfire,zuus,tidehunter,pudge,mirana,0.0
viper,lion,antimage,undying,chaos_knight,0,1,slark,luna,shredder,obsidian_destroyer,furion,1.0
riki,winter_wyvern,invoker,mirana,beastmaster,0,0,obsidian_destroyer,crystal_maiden,shadow_shaman,dragon_knight,ursa,0.0
sniper,shadow_shaman,viper,ogre_magi,ursa,0,1,phantom_assassin,shredder,dazzle,earthshaker,tiny,1.0
ember_spirit,pudge,slardar,sniper,nyx_assassin,0,1,witch_doctor,nevermore,lion,faceless_void,earthshaker,1.0
invoker,lina,tinker,ursa,ancient_apparition,0,1,hoodwink,spirit_breaker,kunkka,shadow_shaman,earthshaker,1.0
luna,chaos_knight,antimage,alchemist,skywrath_mage,0,0,life_stealer,lion,puck,night_stalker,medusa,0.0
spectre,zuus,lion,ember_spirit,rubick,0,0,silencer,earthshaker,keeper_of_the_light,night_stalker,pudge,1.0
nevermore,void_spirit,bloodseeker,axe,enchantress,0,0,puck,viper,tiny,skywrath_mage,ogre_magi,1.0
antimage,lina,sniper,invoker,lone_druid,0,0,juggernaut,zuus,queenofpain,ogre_magi,bristleback,0.0
sniper,nevermore,warlock,hoodwink,bristleback,0,1,mirana,witch_doctor,invoker,legion_commander,obsidian_destroyer,1.0
bounty_hunter,pudge,phantom_assassin,puck,hoodwink,0,0,ember_spirit,snapfire,ancient_apparition,disruptor,skywrath_mage,0.0
venomancer,huskar,arc_warden,medusa,hoodwink,0,1,silencer,invoker,chaos_knight,undying,antimage,0.0
winter_wyvern,life_stealer,puck,kunkka,ogre_magi,0,0,alchemist,storm_spirit,dazzle,arc_warden,shredder,1.0
slardar,crystal_maiden,shadow_shaman,templar_assassin,morphling,0,0,chaos_knight,wisp,gyrocopter,pudge,sniper,1.0
marci,dawnbreaker,juggernaut,lone_druid,jakiro,0,1,skywrath_mage,phantom_assassin,tusk,rubick,crystal_maiden,0.0
faceless_void,dazzle,zuus,sand_king,riki,0,0,techies,spirit_breaker,skeleton_king,hoodwink,silencer,0.0
antimage,pudge,witch_doctor,sniper,kunkka,0,1,nevermore,skywrath_mage,sven,dazzle,winter_wyvern,1.0
drow_ranger,viper,juggernaut,jakiro,warlock,0,0,dragon_knight,phantom_assassin,tidehunter,witch_doctor,pudge,0.0
obsidian_destroyer,zuus,riki,sven,pugna,0,0,sniper,shadow_shaman,weaver,ursa,sand_king,1.0
kunkka,medusa,vengefulspirit,pudge,axe,0,1,chaos_knight,witch_doctor,sniper,enchantress,zuus,1.0
juggernaut,lion,undying,nevermore,night_stalker,0,0,marci,rubick,drow_ranger,skywrath_mage,dawnbreaker,0.0
dawnbreaker,zuus,pudge,medusa,phantom_lancer,0,0,earthshaker,chaos_knight,viper,gyrocopter,riki,0.0
troll_warlord,techies,marci,rubick,primal_beast,0,0,razor,faceless_void,invoker,skywrath_mage,witch_doctor,1.0
centaur,oracle,morphling,pudge,bristleback,0,0,rubick,dawnbreaker,lina,beastmaster,luna,1.0
ursa,tinker,templar_assassin,life_stealer,bristleback,0,1,bounty_hunter,troll_warlord,ogre_magi,void_spirit,venomancer,0.0
batrider,nevermore,legion_commander,dazzle,witch_doctor,0,0,arc_warden,treant,tinker,night_stalker,ogre_magi,0.0
silencer,chen,skeleton_king,doom_bringer,enigma,0,0,dazzle,invoker,legion_commander,kunkka,drow_ranger,1.0
invoker,techies,leshrac,mars,skeleton_king,0,0,necrolyte,bane,void_spirit,pangolier,weaver,1.0
dazzle,drow_ranger,phantom_lancer,viper,venomancer,0,0,lion,enigma,faceless_void,pudge,dawnbreaker,0.0
winter_wyvern,broodmother,sand_king,obsidian_destroyer,juggernaut,0,0,shadow_shaman,centaur,faceless_void,void_spirit,zuus,0.0
mars,windrunner,phantom_assassin,jakiro,enigma,0,0,leshrac,obsidian_destroyer,enchantress,omniknight,skeleton_king,1.0
lina,sand_king,bristleback,tiny,spirit_breaker,0,0,nevermore,riki,pudge,antimage,juggernaut,0.0
sven,arc_warden,pangolier,rubick,alchemist,0,1,ursa,luna,crystal_maiden,viper,legion_commander,1.0
weaver,silencer,void_spirit,shadow_shaman,legion_commander,0,0,dragon_knight,bounty_hunter,furion,phantom_assassin,sniper,0.0
monkey_king,hoodwink,mars,grimstroke,obsidian_destroyer,0,0,rattletrap,spectre,shadow_demon,medusa,weaver,1.0
necrolyte,life_stealer,jakiro,nyx_assassin,nevermore,0,1,grimstroke,drow_ranger,pugna,bristleback,leshrac,0.0
riki,dragon_knight,lich,lina,huskar,0,1,life_stealer,bristleback,dark_seer,alchemist,windrunner,0.0
night_stalker,alchemist,razor,disruptor,ancient_apparition,0,1,grimstroke,sniper,medusa,huskar,lion,1.0
centaur,luna,obsidian_destroyer,shadow_shaman,mirana,0,1,phoenix,undying,ancient_apparition,drow_ranger,life_stealer,1.0
clinkz,life_stealer,spirit_breaker,jakiro,ogre_magi,0,1,bristleback,sniper,spectre,obsidian_destroyer,crystal_maiden,1.0
rubick,mirana,grimstroke,dawnbreaker,bristleback,0,0,void_spirit,abaddon,enigma,marci,phantom_lancer,1.0
troll_warlord,lion,morphling,skywrath_mage,enigma,0,0,pudge,spirit_breaker,legion_commander,shadow_shaman,ursa,0.0
abyssal_underlord,silencer,hoodwink,obsidian_destroyer,phantom_assassin,0,0,abaddon,skywrath_mage,broodmother,dazzle,monkey_king,0.0
snapfire,rattletrap,dawnbreaker,phantom_assassin,phoenix,0,1,life_stealer,tusk,tiny,nyx_assassin,shadow_shaman,1.0
alchemist,void_spirit,pudge,invoker,tidehunter,0,0,lich,juggernaut,undying,venomancer,tinker,0.0
kunkka,drow_ranger,nevermore,techies,windrunner,0,0,spectre,pangolier,gyrocopter,lich,necrolyte,0.0
windrunner,winter_wyvern,night_stalker,arc_warden,invoker,0,0,legion_commander,pudge,furion,phantom_assassin,ogre_magi,0.0
faceless_void,sniper,axe,zuus,earthshaker,0,1,windrunner,nevermore,dawnbreaker,juggernaut,dark_willow,0.0
tiny,bounty_hunter,axe,slark,bloodseeker,0,0,skywrath_mage,chaos_knight,necrolyte,kunkka,sniper,0.0
leshrac,morphling,faceless_void,axe,shadow_shaman,0,0,zuus,venomancer,drow_ranger,phantom_assassin,bristleback,1.0
monkey_king,lion,crystal_maiden,nevermore,bristleback,0,0,jakiro,lich,legion_commander,slark,razor,1.0
snapfire,broodmother,undying,juggernaut,treant,0,0,monkey_king,riki,zuus,bloodseeker,rattletrap,1.0
dawnbreaker,techies,lion,obsidian_destroyer,earthshaker,0,1,nevermore,windrunner,enigma,lich,mars,1.0
earthshaker,venomancer,dragon_knight,bloodseeker,windrunner,0,1,phantom_assassin,undying,dark_willow,storm_spirit,slardar,1.0
pudge,skywrath_mage,windrunner,dazzle,riki,0,0,marci,juggernaut,sniper,bounty_hunter,venomancer,0.0
grimstroke,earthshaker,pangolier,ember_spirit,slardar,0,1,primal_beast,sniper,dazzle,kunkka,faceless_void,0.0
snapfire,pudge,antimage,templar_assassin,legion_commander,0,1,weaver,chaos_knight,rubick,earthshaker,alchemist,0.0
spirit_breaker,void_spirit,enigma,phantom_assassin,pudge,0,0,tidehunter,templar_assassin,invoker,necrolyte,dazzle,0.0
juggernaut,pudge,meepo,lina,earth_spirit,0,0,life_stealer,spirit_breaker,lycan,ogre_magi,invoker,0.0
magnataur,night_stalker,clinkz,centaur,rubick,0,0,drow_ranger,shadow_shaman,earthshaker,elder_titan,furion,1.0
antimage,shadow_shaman,invoker,grimstroke,dawnbreaker,0,1,ogre_magi,skeleton_king,nevermore,sven,shadow_demon,1.0
pudge,invoker,furion,tiny,night_stalker,0,1,void_spirit,weaver,lich,skywrath_mage,arc_warden,1.0
legion_commander,gyrocopter,skywrath_mage,troll_warlord,obsidian_destroyer,0,1,winter_wyvern,venomancer,juggernaut,kunkka,necrolyte,0.0
rubick,weaver,silencer,dark_willow,sniper,0,0,pudge,invoker,ogre_magi,bounty_hunter,crystal_maiden,1.0
riki,hoodwink,shadow_shaman,dragon_knight,lina,0,0,ogre_magi,ember_spirit,treant,lich,juggernaut,0.0
witch_doctor,antimage,venomancer,obsidian_destroyer,tidehunter,0,1,omniknight,bristleback,crystal_maiden,enigma,void_spirit,1.0
ursa,axe,lina,witch_doctor,night_stalker,0,1,wisp,huskar,juggernaut,dragon_knight,pudge,0.0
medusa,techies,silencer,jakiro,sniper,0,0,bloodseeker,dragon_knight,shadow_demon,nyx_assassin,legion_commander,1.0
witch_doctor,invoker,windrunner,juggernaut,axe,0,1,dawnbreaker,antimage,mirana,grimstroke,magnataur,1.0
obsidian_destroyer,winter_wyvern,juggernaut,dragon_knight,pangolier,0,1,nyx_assassin,elder_titan,drow_ranger,templar_assassin,silencer,0.0
marci,shredder,ember_spirit,magnataur,slark,0,1,viper,bloodseeker,skeleton_king,lion,sand_king,1.0
lina,monkey_king,viper,pudge,tidehunter,0,0,medusa,lion,furion,life_stealer,jakiro,0.0
sniper,lina,nevermore,faceless_void,necrolyte,0,0,drow_ranger,terrorblade,invoker,slark,pugna,0.0
0,0,0,0,0,0,1,0,0,0,0,0,0.0
marci,templar_assassin,techies,pudge,drow_ranger,0,1,pugna,tidehunter,juggernaut,earthshaker,enigma,1.0
zuus,pudge,tinker,ogre_magi,tiny,0,0,sniper,ancient_apparition,bounty_hunter,lina,oracle,1.0
silencer,nevermore,legion_commander,necrolyte,windrunner,0,0,shadow_demon,slark,ogre_magi,dark_willow,abaddon,0.0
hoodwink,void_spirit,clinkz,tidehunter,dazzle,0,0,weaver,crystal_maiden,abaddon,pudge,mars,1.0
skeleton_king,sniper,zuus,invoker,furion,0,0,drow_ranger,skywrath_mage,weaver,rubick,keeper_of_the_light,0.0
shadow_shaman,windrunner,lina,sniper,life_stealer,0,1,visage,luna,lion,ogre_magi,drow_ranger,0.0
windrunner,axe,faceless_void,crystal_maiden,nevermore,0,1,ursa,hoodwink,techies,bristleback,viper,0.0
slardar,leshrac,skywrath_mage,medusa,dawnbreaker,0,0,sven,vengefulspirit,lina,silencer,chaos_knight,1.0
windrunner,life_stealer,ogre_magi,marci,sniper,0,0,dazzle,puck,huskar,sand_king,chaos_knight,1.0
abyssal_underlord,troll_warlord,earthshaker,silencer,jakiro,0,1,pudge,undying,weaver,tinker,disruptor,0.0
slark,pudge,void_spirit,nevermore,phantom_assassin,0,0,bloodseeker,juggernaut,invoker,techies,faceless_void,1.0
mars,templar_assassin,witch_doctor,troll_warlord,puck,0,1,luna,enchantress,phantom_assassin,techies,lone_druid,1.0
sniper,grimstroke,bounty_hunter,snapfire,chaos_knight,0,1,luna,skywrath_mage,spectre,pangolier,tiny,1.0
dawnbreaker,winter_wyvern,nyx_assassin,rubick,earthshaker,0,0,treant,skywrath_mage,invoker,zuus,sniper,0.0
mirana,tidehunter,lina,marci,abaddon,0,1,pudge,vengefulspirit,ancient_apparition,faceless_void,void_spirit,1.0
slardar,juggernaut,monkey_king,enchantress,troll_warlord,0,0,lina,kunkka,undying,drow_ranger,crystal_maiden,1.0
marci,queenofpain,ogre_magi,shadow_demon,void_spirit,0,1,luna,tusk,nevermore,pugna,nyx_assassin,0.0
abaddon,disruptor,pudge,legion_commander,riki,0,1,nyx_assassin,skywrath_mage,batrider,warlock,phantom_assassin,0.0
arc_warden,bloodseeker,shadow_shaman,omniknight,death_prophet,0,0,disruptor,juggernaut,viper,mirana,nevermore,1.0
dragon_knight,lion,phoenix,queenofpain,pudge,0,0,snapfire,undying,tidehunter,ursa,luna,1.0
mirana,arc_warden,chen,phantom_assassin,zuus,0,0,pudge,vengefulspirit,clinkz,sniper,undying,0.0
zuus,disruptor,ursa,skywrath_mage,mars,0,1,sniper,shadow_shaman,mirana,invoker,rattletrap,1.0
antimage,windrunner,abyssal_underlord,mirana,invoker,0,1,lion,hoodwink,chaos_knight,nevermore,skeleton_king,0.0
